ID,A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG
71787,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
78865,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
71829,0.0,4.0,0.0,0.0,0.0,33.0,12.0,12.0,25.0,0.0,2.0,0.0,0.0,1.0,39.0,0.0,31.0,0.0
78897,3.0,5.0,0.0,0.0,0.0,40.0,5.0,7.0,15.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,37.0,0.0
72168,2.0,5.0,0.0,0.0,0.0,38.0,12.0,12.0,57.0,0.0,3.0,0.0,0.0,0.0,111.0,0.0,54.0,0.0
72142,0.0,6.0,0.0,0.0,0.0,33.0,8.0,5.0,27.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,34.0,12.0
71680,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,3.0,1.0
52950,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
60969,2.0,5.0,0.0,0.0,0.0,34.0,6.0,12.0,8.0,0.0,1.0,1.0,0.0,3.0,58.0,0.0,24.0,6.0
71684,0.0,6.0,1.0,0.0,0.0,19.0,4.0,3.0,16.0,1.0,2.0,0.0,0.0,2.0,19.0,0.0,25.0,6.0
61033,0.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,4.0,0.0
71844,1.0,4.0,0.0,0.0,0.0,35.0,24.0,30.0,50.0,2.0,11.0,0.0,0.0,10.0,84.0,1.0,27.0,0.0
63128,1.0,9.0,0.0,0.0,0.0,27.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,5.0
78991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54395,1.0,3.0,1.0,0.0,0.0,29.0,5.0,8.0,17.0,1.0,1.0,0.0,0.0,0.0,63.0,0.0,28.0,0.0
79035,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0
61149,0.0,1.0,0.0,0.0,0.0,15.0,10.0,10.0,26.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,10.0,0.0
60791,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
61188,3.0,2.0,0.0,0.0,0.0,31.0,17.0,32.0,21.0,3.0,14.0,0.0,0.0,8.0,40.0,0.0,23.0,0.0
71882,0.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,8.0
79113,0.0,8.0,0.0,0.0,0.0,38.0,5.0,4.0,36.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,90.0,10.0
61228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78715,1.0,1.0,0.0,0.0,0.0,33.0,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0
61985,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0
79336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62009,4.0,2.0,0.0,0.0,0.0,34.0,13.0,20.0,24.0,1.0,1.0,0.0,0.0,5.0,53.0,0.0,21.0,0.0
62023,2.0,6.0,0.0,0.0,0.0,9.0,12.0,11.0,22.0,1.0,1.0,0.0,0.0,7.0,81.0,1.0,9.0,0.0
71920,1.0,5.0,0.0,0.0,0.0,36.0,6.0,10.0,3.0,0.0,0.0,2.0,0.0,1.0,35.0,0.0,48.0,0.0
79578,0.0,1.0,1.0,0.0,0.0,26.0,9.0,10.0,23.0,1.0,3.0,0.0,0.0,3.0,9.0,0.0,6.0,0.0
60819,0.0,2.0,0.0,0.0,0.0,14.0,4.0,6.0,21.0,0.0,3.0,0.0,0.0,0.0,45.0,0.0,28.0,8.0
71937,6.0,5.0,0.0,0.0,0.0,57.0,12.0,24.0,29.0,0.0,3.0,1.0,0.0,0.0,76.0,0.0,43.0,0.0
79887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78840,0.0,1.0,0.0,0.0,0.0,31.0,8.0,11.0,34.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,39.0,0.0
72290,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79702,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,3.0
62033,0.0,1.0,1.0,0.0,0.0,13.0,9.0,20.0,19.0,0.0,5.0,0.0,0.0,9.0,15.0,0.0,6.0,0.0
72018,0.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0
80080,0.0,4.0,1.0,0.0,0.0,27.0,3.0,7.0,22.0,1.0,2.0,0.0,0.0,7.0,17.0,0.0,3.0,0.0
62047,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
60852,2.0,3.0,0.0,0.0,0.0,27.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,26.0,6.0
62086,0.0,4.0,1.0,0.0,0.0,20.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,5.0
62104,1.0,8.0,0.0,0.0,0.0,35.0,7.0,16.0,28.0,0.0,1.0,0.0,0.0,0.0,99.0,0.0,20.0,0.0
72294,0.0,1.0,0.0,36.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,13.0
84709,3.0,6.0,0.0,0.0,0.0,27.0,16.0,21.0,16.0,2.0,1.0,0.0,0.0,15.0,50.0,0.0,22.0,0.0
62974,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,1.0
62129,1.0,11.0,0.0,0.0,0.0,49.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,17.0,0.0
62128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72359,1.0,7.0,0.0,0.0,0.0,31.0,3.0,3.0,17.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,38.0,6.0
80193,1.0,1.0,0.0,0.0,0.0,14.0,9.0,18.0,47.0,0.0,3.0,0.0,0.0,2.0,32.0,0.0,8.0,0.0
62121,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
80129,0.0,2.0,0.0,0.0,0.0,12.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0
62968,2.0,2.0,0.0,0.0,0.0,8.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,6.0,0.0
80189,1.0,2.0,0.0,0.0,0.0,10.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,18.0,14.0
80276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62977,0.0,8.0,0.0,0.0,0.0,31.0,13.0,14.0,37.0,0.0,2.0,0.0,0.0,0.0,84.0,0.0,30.0,0.0
80287,4.0,6.0,0.0,0.0,0.0,31.0,15.0,18.0,32.0,1.0,7.0,0.0,0.0,6.0,57.0,1.0,24.0,0.0
72362,2.0,5.0,0.0,0.0,0.0,37.0,7.0,12.0,26.0,2.0,4.0,0.0,0.0,1.0,43.0,0.0,56.0,0.0
63110,0.0,7.0,0.0,0.0,0.0,23.0,3.0,1.0,23.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,8.0,3.0
63082,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
80196,2.0,5.0,0.0,0.0,0.0,20.0,6.0,21.0,58.0,1.0,3.0,0.0,0.0,2.0,71.0,2.0,28.0,0.0
63013,1.0,3.0,0.0,0.0,0.0,39.0,1.0,5.0,34.0,0.0,1.0,0.0,0.0,2.0,80.0,0.0,80.0,8.0
80313,3.0,2.0,0.0,0.0,0.0,37.0,10.0,12.0,21.0,1.0,0.0,0.0,0.0,1.0,90.0,0.0,34.0,10.0
73608,0.0,1.0,0.0,0.0,0.0,6.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
80337,1.0,1.0,2.0,0.0,0.0,26.0,10.0,20.0,18.0,1.0,6.0,0.0,0.0,4.0,30.0,0.0,8.0,0.0
63178,0.0,3.0,0.0,0.0,0.0,15.0,2.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,17.0,0.0
63172,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,12.0,4.0
80318,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,3.0
80363,1.0,3.0,0.0,0.0,0.0,16.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0
80393,0.0,9.0,0.0,0.0,0.0,55.0,5.0,5.0,37.0,1.0,1.0,0.0,0.0,3.0,43.0,0.0,69.0,0.0
72497,1.0,1.0,0.0,0.0,0.0,39.0,5.0,11.0,36.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,45.0,0.0
72391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72372,0.0,4.0,0.0,53.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,6.0
72494,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,17.0,1.0
72605,0.0,1.0,0.0,0.0,0.0,14.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,18.0,5.0
80394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72772,1.0,0.0,0.0,0.0,0.0,17.0,2.0,5.0,15.0,0.0,3.0,0.0,0.0,4.0,11.0,0.0,1.0,0.0
80395,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0
72620,2.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0,6.0
80583,4.0,3.0,1.0,0.0,0.0,24.0,5.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,13.0,0.0
80664,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,3.0
80692,0.0,1.0,0.0,0.0,0.0,17.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,21.0,3.0
63194,2.0,6.0,1.0,0.0,0.0,50.0,4.0,9.0,18.0,0.0,1.0,0.0,0.0,2.0,49.0,0.0,48.0,5.0
73281,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
63422,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0
63219,1.0,5.0,0.0,0.0,0.0,54.0,6.0,24.0,53.0,0.0,4.0,0.0,0.0,6.0,79.0,1.0,51.0,0.0
73384,3.0,10.0,1.0,0.0,0.0,42.0,5.0,16.0,61.0,1.0,0.0,0.0,0.0,3.0,73.0,0.0,45.0,8.0
63354,0.0,2.0,0.0,0.0,0.0,11.0,4.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,22.0,5.0
68696,1.0,3.0,0.0,0.0,0.0,23.0,17.0,16.0,31.0,0.0,3.0,0.0,0.0,12.0,21.0,1.0,11.0,0.0
73317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63289,2.0,8.0,0.0,0.0,0.0,30.0,8.0,4.0,22.0,0.0,5.0,0.0,0.0,0.0,63.0,0.0,31.0,0.0
68698,0.0,4.0,0.0,0.0,0.0,24.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,28.0,0.0
68690,2.0,3.0,0.0,0.0,0.0,20.0,6.0,6.0,19.0,1.0,2.0,0.0,0.0,5.0,18.0,1.0,10.0,0.0
68770,1.0,2.0,0.0,0.0,0.0,19.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0
73446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73465,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
68727,0.0,2.0,0.0,0.0,0.0,24.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,37.0,0.0,25.0,8.0
73421,1.0,2.0,0.0,0.0,0.0,13.0,16.0,29.0,20.0,0.0,5.0,1.0,0.0,1.0,119.0,0.0,38.0,9.0
68773,0.0,3.0,0.0,0.0,0.0,11.0,8.0,12.0,11.0,0.0,3.0,0.0,0.0,1.0,16.0,0.0,11.0,0.0
73476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73513,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,18.0,0.0,1.0,0.0,0.0,4.0,14.0,0.0,6.0,0.0
68808,4.0,4.0,0.0,0.0,0.0,37.0,9.0,8.0,41.0,1.0,2.0,0.0,0.0,1.0,65.0,0.0,41.0,10.0
73501,0.0,3.0,0.0,0.0,0.0,7.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,14.0,0.0
73533,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80748,0.0,2.0,0.0,0.0,0.0,28.0,7.0,9.0,14.0,0.0,3.0,0.0,0.0,11.0,17.0,1.0,7.0,0.0
84847,0.0,3.0,1.0,0.0,0.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,3.0
80853,0.0,4.0,0.0,0.0,0.0,16.0,1.0,5.0,13.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,43.0,7.0
80944,0.0,1.0,0.0,0.0,0.0,9.0,0.0,6.0,10.0,1.0,2.0,0.0,0.0,1.0,19.0,0.0,7.0,0.0
73540,0.0,0.0,0.0,0.0,0.0,12.0,8.0,5.0,15.0,0.0,1.0,0.0,0.0,3.0,10.0,0.0,5.0,0.0
84854,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
80949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84860,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,1.0
81091,0.0,3.0,0.0,0.0,0.0,22.0,2.0,2.0,27.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,27.0,0.0
81150,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0
84861,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81951,0.0,1.0,0.0,0.0,0.0,16.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0,3.0
84863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81905,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
81881,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
81845,6.0,5.0,0.0,0.0,0.0,23.0,15.0,10.0,52.0,0.0,4.0,0.0,0.0,1.0,42.0,0.0,19.0,0.0
84893,0.0,5.0,0.0,0.0,0.0,22.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,19.0,7.0
84890,0.0,3.0,0.0,0.0,0.0,15.0,5.0,8.0,10.0,1.0,0.0,0.0,0.0,2.0,20.0,0.0,12.0,1.0
85300,2.0,1.0,1.0,0.0,0.0,15.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0
82407,1.0,1.0,0.0,0.0,0.0,22.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0
85004,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0
85418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82453,0.0,0.0,0.0,93.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0
85425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82474,0.0,2.0,0.0,0.0,0.0,14.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
85423,1.0,0.0,0.0,0.0,0.0,11.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0
82455,4.0,5.0,0.0,0.0,0.0,51.0,11.0,13.0,54.0,1.0,2.0,0.0,0.0,3.0,27.0,0.0,31.0,0.0
85465,1.0,3.0,0.0,0.0,0.0,18.0,10.0,19.0,37.0,1.0,5.0,0.0,0.0,1.0,30.0,0.0,17.0,0.0
82613,0.0,6.0,0.0,0.0,0.0,24.0,1.0,8.0,5.0,0.0,1.0,0.0,0.0,3.0,34.0,0.0,29.0,6.0
82634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82635,0.0,5.0,0.0,0.0,0.0,31.0,4.0,7.0,24.0,0.0,0.0,0.0,0.0,3.0,54.0,0.0,39.0,8.0
82628,2.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,19.0,5.0
85626,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0
85931,1.0,1.0,0.0,0.0,0.0,9.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0
82639,2.0,3.0,0.0,0.0,0.0,9.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,3.0
82647,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
82653,0.0,2.0,0.0,0.0,0.0,15.0,2.0,6.0,25.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,0.0
82730,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82880,0.0,1.0,0.0,0.0,0.0,6.0,3.0,5.0,9.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
82787,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
82767,0.0,1.0,0.0,0.0,0.0,17.0,12.0,5.0,20.0,0.0,1.0,0.0,0.0,6.0,23.0,0.0,4.0,0.0
82411,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0
86116,0.0,2.0,0.0,0.0,0.0,8.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0
86120,1.0,1.0,0.0,0.0,0.0,7.0,4.0,7.0,8.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0
82943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82930,0.0,5.0,0.0,0.0,0.0,15.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0
86519,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0
86410,0.0,2.0,1.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
86380,0.0,2.0,0.0,0.0,0.0,16.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,24.0,0.0
86143,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
86444,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
86686,0.0,7.0,0.0,0.0,0.0,45.0,13.0,15.0,42.0,0.0,1.0,0.0,0.0,1.0,66.0,0.0,47.0,0.0
86711,1.0,8.0,0.0,0.0,0.0,36.0,4.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0
83004,1.0,5.0,0.0,0.0,0.0,33.0,26.0,31.0,46.0,1.0,1.0,0.0,0.0,4.0,32.0,0.0,10.0,0.0
86264,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,9.0,2.0
83257,6.0,9.0,1.0,0.0,0.0,19.0,37.0,33.0,29.0,0.0,25.0,0.0,0.0,17.0,54.0,0.0,8.0,0.0
83199,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
86740,0.0,3.0,0.0,0.0,0.0,17.0,10.0,9.0,10.0,0.0,1.0,1.0,0.0,4.0,63.0,0.0,36.0,6.0
90715,0.0,6.0,1.0,0.0,0.0,34.0,5.0,15.0,43.0,1.0,1.0,0.0,0.0,5.0,44.0,0.0,22.0,0.0
86757,5.0,3.0,0.0,0.0,0.0,19.0,22.0,32.0,34.0,2.0,11.0,0.0,0.0,2.0,52.0,0.0,36.0,0.0
86749,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
83263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86759,6.0,0.0,0.0,0.0,0.0,11.0,10.0,14.0,35.0,1.0,4.0,0.0,0.0,3.0,56.0,0.0,16.0,0.0
90285,4.0,8.0,0.0,0.0,0.0,53.0,25.0,36.0,69.0,3.0,19.0,0.0,0.0,9.0,52.0,1.0,25.0,0.0
95660,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0
83433,1.0,5.0,0.0,0.0,0.0,35.0,4.0,14.0,36.0,0.0,2.0,0.0,0.0,0.0,47.0,0.0,60.0,0.0
73896,1.0,4.0,1.0,0.0,0.0,27.0,10.0,12.0,26.0,1.0,0.0,0.0,0.0,1.0,35.0,0.0,17.0,0.0
86776,0.0,5.0,0.0,69.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0
86770,0.0,6.0,1.0,0.0,0.0,44.0,8.0,12.0,44.0,0.0,5.0,0.0,0.0,0.0,69.0,0.0,39.0,0.0
73974,1.0,8.0,0.0,0.0,0.0,39.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,57.0,0.0
83528,0.0,7.0,0.0,0.0,0.0,40.0,4.0,8.0,15.0,0.0,2.0,0.0,0.0,2.0,70.0,0.0,24.0,10.0
83438,3.0,2.0,0.0,0.0,0.0,22.0,8.0,16.0,40.0,0.0,3.0,0.0,0.0,16.0,29.0,0.0,9.0,0.0
86797,1.0,2.0,1.0,0.0,0.0,21.0,7.0,8.0,18.0,2.0,1.0,1.0,0.0,6.0,15.0,0.0,5.0,0.0
86890,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
90302,2.0,3.0,0.0,0.0,0.0,19.0,11.0,12.0,32.0,0.0,2.0,0.0,0.0,3.0,54.0,0.0,16.0,0.0
86842,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86932,2.0,2.0,0.0,0.0,0.0,30.0,10.0,18.0,19.0,0.0,4.0,0.0,0.0,8.0,8.0,0.0,6.0,0.0
83681,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0
86859,0.0,3.0,0.0,0.0,0.0,21.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.0,0.0
83817,5.0,6.0,0.0,0.0,0.0,31.0,11.0,11.0,48.0,1.0,3.0,0.0,0.0,4.0,53.0,0.0,19.0,0.0
