Year,Round,Home,Away,HG,AG
2014,1,Fluminense,Figueirense,3,0
2014,1,Internacional,Vitória,1,0
2014,1,Chapecoense,Coritiba,0,0
2014,1,São Paulo,Botafogo,3,0
2014,1,Atlético-PR,Grêmio,1,0
2014,1,Atlético-MG,Corinthians,0,0
2014,1,Bahia,Cruzeiro,1,2
2014,1,Santos,Sport,1,1
2014,1,Flamengo,Goiás,0,0
2014,1,Criciúma,Palmeira,1,2
2014,2,Coritiba,Santos,0,0
2014,2,Palmeira,Fluminense,0,1
2014,2,Corinthians,Flamengo,2,0
2014,2,Botafogo,Internacional,2,2
2014,2,Cruzeiro,São Paulo,1,1
2014,2,Vitória,Atlético-PR,2,2
2014,2,Grêmio,Atlético-MG,2,1
2014,2,Figueirense,Bahia,0,2
2014,2,Goiás,Criciúma,1,0
2014,2,Sport,Chapecoense,2,1
2014,3,São Paulo,Coritiba,2,2
2014,3,Santos,Grêmio,0,0
2014,3,Atlético-PR,Cruzeiro,2,3
2014,3,Fluminense,Vitória,1,2
2014,3,Flamengo,Palmeira,4,2
2014,3,Bahia,Botafogo,1,0
2014,3,Internacional,Sport,2,1
2014,3,Criciúma,Figueirense,1,0
2014,3,Chapecoense,Corinthians,0,1
2014,3,Atlético-MG,Goiás,0,1
2014,4,Palmeira,Goiás,2,0
2014,4,Internacional,Atlético-PR,2,1
2014,4,Botafogo,Criciúma,6,0
2014,4,Fluminense,Flamengo,2,0
2014,4,São Paulo,Corinthians,1,1
2014,4,Atlético-MG,Cruzeiro,2,1
2014,4,Chapecoense,Grêmio,1,2
2014,4,Bahia,Vitória,1,1
2014,4,Figueirense,Santos,0,2
2014,4,Coritiba,Sport,0,1
2014,5,Goiás,Botafogo,2,0
2014,5,Cruzeiro,Coritiba,3,2
2014,5,Grêmio,Fluminense,1,0
2014,5,Flamengo,São Paulo,0,2
2014,5,Corinthians,Figueirense,0,1
2014,5,Atlético-PR,Chapecoense,1,1
2014,5,Santos,Atlético-MG,1,2
2014,5,Criciúma,Internacional,0,0
2014,5,Vitória,Palmeira,0,1
2014,5,Sport,Bahia,1,0
2014,6,Flamengo,Bahia,1,1
2014,6,Coritiba,Internacional,1,1
2014,6,Cruzeiro,Sport,2,0
2014,6,Criciúma,Chapecoense,1,0
2014,6,Fluminense,São Paulo,5,2
2014,6,Corinthians,Atlético-PR,1,1
2014,6,Grêmio,Botafogo,2,1
2014,6,Palmeira,Figueirense,1,0
2014,6,Goiás,Santos,2,2
2014,6,Vitória,Atlético-MG,2,3
2014,7,Bahia,Fluminense,0,1
2014,7,São Paulo,Grêmio,1,0
2014,7,Santos,Flamengo,0,0
2014,7,Atlético-PR,Coritiba,2,0
2014,7,Sport,Corinthians,1,4
2014,7,Figueirense,Goiás,0,1
2014,7,Chapecoense,Palmeira,2,0
2014,7,Botafogo,Vitória,1,1
2014,7,Internacional,Cruzeiro,1,3
2014,7,Atlético-MG,Criciúma,0,0
2014,8,Palmeira,Botafogo,0,2
2014,8,Sport,Grêmio,0,0
2014,8,Criciúma,Coritiba,1,0
2014,8,Goiás,Vitória,0,0
2014,8,Internacional,Chapecoense,2,0
2014,8,Corinthians,Cruzeiro,1,0
2014,8,Atlético-PR,São Paulo,2,2
2014,8,Atlético-MG,Fluminense,2,0
2014,8,Flamengo,Figueirense,1,1
2014,8,Bahia,Santos,0,2
2014,9,São Paulo,Atlético-MG,2,1
2014,9,Coritiba,Goiás,3,0
2014,9,Vitória,Sport,0,1
2014,9,Grêmio,Palmeira,0,0
2014,9,Cruzeiro,Flamengo,3,0
2014,9,Chapecoense,Bahia,2,1
2014,9,Figueirense,Atlético-PR,1,3
2014,9,Santos,Criciúma,2,0
2014,9,Fluminense,Internacional,1,1
2014,9,Botafogo,Corinthians,1,0
2014,10,Sport,Botafogo,1,0
2014,10,Coritiba,Figueirense,0,2
2014,10,Grêmio,Goiás,0,0
2014,10,Criciúma,Fluminense,3,2
2014,10,Flamengo,Atlético-PR,1,2
2014,10,Bahia,São Paulo,0,2
2014,10,Corinthians,Internacional,2,1
2014,10,Santos,Palmeira,2,0
2014,10,Cruzeiro,Vitória,3,1
2014,10,Chapecoense,Atlético-MG,1,1
2014,11,São Paulo,Chapecoense,0,1
2014,11,Atlético-MG,Bahia,1,1
2014,11,Figueirense,Grêmio,0,1
2014,11,Botafogo,Coritiba,1,0
2014,11,Palmeira,Cruzeiro,1,2
2014,11,Vitória,Corinthians,0,0
2014,11,Internacional,Flamengo,4,0
2014,11,Goiás,Sport,0,0
2014,11,Atlético-PR,Criciúma,2,0
2014,11,Fluminense,Santos,1,0
2014,12,Santos,Chapecoense,3,0
2014,12,Cruzeiro,Figueirense,5,0
2014,12,Criciúma,Vitória,1,3
2014,12,Bahia,Internacional,0,1
2014,12,Goiás,São Paulo,2,1
2014,12,Atlético-PR,Fluminense,0,3
2014,12,Sport,Atlético-MG,2,1
2014,12,Corinthians,Palmeira,2,0
2014,12,Grêmio,Coritiba,2,3
2014,12,Flamengo,Botafogo,1,0
2014,13,São Paulo,Criciúma,1,1
2014,13,Botafogo,Cruzeiro,1,1
2014,13,Vitória,Grêmio,2,1
2014,13,Palmeira,Bahia,1,1
2014,13,Coritiba,Corinthians,0,0
2014,13,Figueirense,Sport,3,0
2014,13,Chapecoense,Flamengo,1,0
2014,13,Atlético-MG,Atlético-PR,3,1
2014,13,Internacional,Santos,1,0
2014,13,Fluminense,Goiás,2,0
2014,14,Bahia,Goiás,1,0
2014,14,Criciúma,Cruzeiro,0,0
2014,14,Fluminense,Coritiba,1,1
2014,14,Santos,Corinthians,0,1
2014,14,Atlético-PR,Botafogo,2,0
2014,14,Internacional,Grêmio,2,0
2014,14,Flamengo,Sport,1,0
2014,14,Chapecoense,Figueirense,0,1
2014,14,Atlético-MG,Palmeira,2,1
2014,14,São Paulo,Vitória,3,1
2014,15,Goiás,Internacional,0,1
2014,15,Corinthians,Bahia,1,1
2014,15,Palmeira,São Paulo,1,2
2014,15,Coritiba,Flamengo,0,1
2014,15,Cruzeiro,Santos,3,0
2014,15,Vitória,Chapecoense,0,0
2014,15,Grêmio,Criciúma,2,0
2014,15,Figueirense,Atlético-MG,2,2
2014,15,Botafogo,Fluminense,2,0
2014,15,Sport,Atlético-PR,1,1
2014,16,Sport,Palmeira,2,1
2014,16,Santos,Atlético-PR,2,0
2014,16,Figueirense,Botafogo,1,0
2014,16,Bahia,Criciúma,0,0
2014,16,Coritiba,Vitória,2,0
2014,16,Internacional,São Paulo,0,1
2014,16,Chapecoense,Fluminense,1,0
2014,16,Flamengo,Atlético-MG,2,1
2014,16,Corinthians,Goiás,5,2
2014,16,Cruzeiro,Grêmio,1,0
2014,17,Botafogo,Chapecoense,1,0
2014,17,Atlético-MG,Internacional,1,0
2014,17,Palmeira,Coritiba,1,0
2014,17,Fluminense,Sport,4,0
2014,17,São Paulo,Santos,2,1
2014,17,Vitória,Figueirense,0,1
2014,17,Grêmio,Corinthians,2,1
2014,17,Criciúma,Flamengo,0,2
2014,17,Goiás,Cruzeiro,0,1
2014,17,Atlético-PR,Bahia,0,0
2014,18,Palmeira,Internacional,0,1
2014,18,Cruzeiro,Chapecoense,4,2
2014,18,Figueirense,São Paulo,1,1
2014,18,Coritiba,Atlético-MG,0,0
2014,18,Botafogo,Santos,1,0
2014,18,Sport,Criciúma,2,0
2014,18,Corinthians,Fluminense,1,1
2014,18,Goiás,Atlético-PR,3,1
2014,18,Vitória,Flamengo,1,2
2014,18,Grêmio,Bahia,1,0
2014,19,Flamengo,Grêmio,0,1
2014,19,Santos,Vitória,3,1
2014,19,Chapecoense,Goiás,0,0
2014,19,Criciúma,Corinthians,0,0
2014,19,Atlético-MG,Botafogo,1,0
2014,19,Fluminense,Cruzeiro,3,3
2014,19,São Paulo,Sport,2,0
2014,19,Atlético-PR,Palmeira,1,1
2014,19,Bahia,Coritiba,0,0
2014,19,Internacional,Figueirense,2,3
2014,20,Palmeira,Criciúma,1,0
2014,20,Grêmio,Atlético-PR,1,0
2014,20,Figueirense,Fluminense,1,1
2014,20,Coritiba,Chapecoense,3,0
2014,20,Sport,Santos,3,1
2014,20,Goiás,Flamengo,1,0
2014,20,Botafogo,São Paulo,2,4
2014,20,Vitória,Internacional,2,0
2014,20,Corinthians,Atlético-MG,1,0
2014,20,Cruzeiro,Bahia,2,1
2014,21,Fluminense,Palmeira,3,0
2014,21,Chapecoense,Sport,3,1
2014,21,Santos,Coritiba,2,1
2014,21,São Paulo,Cruzeiro,2,0
2014,21,Flamengo,Corinthians,1,0
2014,21,Bahia,Figueirense,3,0
2014,21,Internacional,Botafogo,2,0
2014,21,Criciúma,Goiás,1,0
2014,21,Atlético-PR,Vitória,2,0
2014,21,Atlético-MG,Grêmio,0,0
2014,22,Cruzeiro,Atlético-PR,2,0
2014,22,Vitória,Fluminense,3,1
2014,22,Figueirense,Criciúma,1,1
2014,22,Sport,Internacional,0,0
2014,22,Palmeira,Flamengo,2,2
2014,22,Coritiba,São Paulo,3,1
2014,22,Botafogo,Bahia,2,3
2014,22,Corinthians,Chapecoense,1,1
2014,22,Goiás,Atlético-MG,2,3
2014,22,Grêmio,Santos,0,0
2014,23,Atlético-PR,Internacional,0,1
2014,23,Criciúma,Botafogo,1,1
2014,23,Cruzeiro,Atlético-MG,2,3
2014,23,Vitória,Bahia,2,1
2014,23,Flamengo,Fluminense,1,1
2014,23,Sport,Coritiba,1,0
2014,23,Corinthians,São Paulo,3,2
2014,23,Santos,Figueirense,3,1
2014,23,Grêmio,Chapecoense,1,0
2014,23,Goiás,Palmeira,6,0
2014,24,Coritiba,Cruzeiro,1,2
2014,24,Internacional,Criciúma,3,0
2014,24,Bahia,Sport,1,0
2014,24,Chapecoense,Atlético-PR,3,0
2014,24,Figueirense,Corinthians,1,0
2014,24,Fluminense,Grêmio,0,0
2014,24,São Paulo,Flamengo,2,2
2014,24,Palmeira,Vitória,2,0
2014,24,Botafogo,Goiás,1,0
2014,24,Atlético-MG,Santos,3,2
2014,25,Sport,Cruzeiro,0,0
2014,25,Chapecoense,Criciúma,1,1
2014,25,São Paulo,Fluminense,1,3
2014,25,Botafogo,Grêmio,0,2
2014,25,Atlético-PR,Corinthians,1,0
2014,25,Atlético-MG,Vitória,2,0
2014,25,Bahia,Flamengo,2,1
2014,25,Internacional,Coritiba,4,2
2014,25,Figueirense,Palmeira,3,1
2014,25,Santos,Goiás,2,0
2014,26,Palmeira,Chapecoense,4,2
2014,26,Coritiba,Atlético-PR,1,0
2014,26,Flamengo,Santos,0,1
2014,26,Fluminense,Bahia,1,1
2014,26,Vitória,Botafogo,2,1
2014,26,Grêmio,São Paulo,0,1
2014,26,Criciúma,Atlético-MG,3,1
2014,26,Corinthians,Sport,3,0
2014,26,Cruzeiro,Internacional,2,1
2014,26,Goiás,Figueirense,1,0
2014,27,Botafogo,Palmeira,0,1
2014,27,São Paulo,Atlético-PR,1,0
2014,27,Coritiba,Criciúma,1,0
2014,27,Vitória,Goiás,2,2
2014,27,Grêmio,Sport,2,0
2014,27,Figueirense,Flamengo,1,2
2014,27,Cruzeiro,Corinthians,0,1
2014,27,Santos,Bahia,1,0
2014,27,Fluminense,Atlético-MG,0,0
2014,27,Chapecoense,Internacional,5,0
2014,28,Corinthians,Botafogo,1,1
2014,28,Goiás,Coritiba,3,0
2014,28,Palmeira,Grêmio,2,1
2014,28,Flamengo,Cruzeiro,3,0
2014,28,Atlético-MG,São Paulo,1,0
2014,28,Bahia,Chapecoense,0,1
2014,28,Internacional,Fluminense,2,1
2014,28,Criciúma,Santos,3,0
2014,28,Sport,Vitória,1,2
2014,28,Atlético-PR,Figueirense,3,0
2014,29,Fluminense,Criciúma,4,2
2014,29,São Paulo,Bahia,2,1
2014,29,Goiás,Grêmio,0,0
2014,29,Atlético-MG,Chapecoense,1,0
2014,29,Internacional,Corinthians,1,2
2014,29,Figueirense,Coritiba,4,0
2014,29,Palmeira,Santos,1,3
2014,29,Atlético-PR,Flamengo,2,1
2014,29,Vitória,Cruzeiro,0,1
2014,29,Botafogo,Sport,1,1
2014,30,Bahia,Atlético-MG,1,1
2014,30,Cruzeiro,Palmeira,1,1
2014,30,Flamengo,Internacional,2,0
2014,30,Corinthians,Vitória,2,1
2014,30,Criciúma,Atlético-PR,0,1
2014,30,Coritiba,Botafogo,2,0
2014,30,Grêmio,Figueirense,1,0
2014,30,Santos,Fluminense,0,1
2014,30,Chapecoense,São Paulo,0,0
2014,30,Sport,Goiás,0,1
2014,31,Palmeira,Corinthians,1,1
2014,31,Fluminense,Atlético-PR,2,1
2014,31,Figueirense,Cruzeiro,1,1
2014,31,Chapecoense,Santos,1,1
2014,31,Coritiba,Grêmio,1,1
2014,31,Atlético-MG,Sport,3,2
2014,31,Vitória,Criciúma,3,1
2014,31,Internacional,Bahia,2,0
2014,31,Botafogo,Flamengo,2,1
2014,31,São Paulo,Goiás,3,0
2014,32,Grêmio,Vitória,1,0
2014,32,Goiás,Fluminense,0,2
2014,32,Corinthians,Coritiba,2,2
2014,32,Santos,Internacional,1,2
2014,32,Sport,Figueirense,1,0
2014,32,Criciúma,São Paulo,1,2
2014,32,Cruzeiro,Botafogo,2,1
2014,32,Flamengo,Chapecoense,3,0
2014,32,Atlético-PR,Atlético-MG,1,0
2014,32,Bahia,Palmeira,0,1
2014,33,Palmeira,Atlético-MG,0,2
2014,33,Coritiba,Fluminense,1,0
2014,33,Botafogo,Atlético-PR,0,2
2014,33,Sport,Flamengo,2,2
2014,33,Vitória,São Paulo,1,2
2014,33,Grêmio,Internacional,4,1
2014,33,Figueirense,Chapecoense,1,0
2014,33,Goiás,Bahia,3,0
2014,33,Corinthians,Santos,1,0
2014,33,Cruzeiro,Criciúma,3,1
2014,34,Fluminense,Botafogo,1,0
2014,34,Criciúma,Grêmio,0,3
2014,34,Bahia,Corinthians,1,2
2014,34,Internacional,Goiás,1,0
2014,34,Santos,Cruzeiro,0,1
2014,34,Atlético-PR,Sport,0,1
2014,34,Flamengo,Coritiba,3,2
2014,34,Atlético-MG,Figueirense,1,1
2014,34,São Paulo,Palmeira,2,0
2014,34,Chapecoense,Vitória,0,1
2014,35,São Paulo,Internacional,1,1
2014,35,Botafogo,Figueirense,0,1
2014,35,Atlético-PR,Santos,1,1
2014,35,Vitória,Coritiba,1,1
2014,35,Criciúma,Bahia,0,1
2014,35,Goiás,Corinthians,0,1
2014,35,Atlético-MG,Flamengo,4,0
2014,35,Palmeira,Sport,0,2
2014,35,Fluminense,Chapecoense,1,4
2014,35,Grêmio,Cruzeiro,1,2
2014,36,Internacional,Atlético-MG,2,1
2014,36,Bahia,Atlético-PR,1,2
2014,36,Cruzeiro,Goiás,2,1
2014,36,Figueirense,Vitória,2,0
2014,36,Flamengo,Criciúma,1,1
2014,36,Sport,Fluminense,2,2
2014,36,Santos,São Paulo,0,1
2014,36,Coritiba,Palmeira,2,0
2014,36,Corinthians,Grêmio,1,0
2014,36,Chapecoense,Botafogo,2,0
2014,37,Internacional,Palmeira,3,1
2014,37,Criciúma,Sport,2,2
2014,37,Flamengo,Vitória,4,0
2014,37,Fluminense,Corinthians,5,2
2014,37,São Paulo,Figueirense,1,1
2014,37,Santos,Botafogo,2,0
2014,37,Chapecoense,Cruzeiro,1,1
2014,37,Atlético-PR,Goiás,1,0
2014,37,Atlético-MG,Coritiba,1,2
2014,37,Bahia,Grêmio,1,0
2014,38,Corinthians,Criciúma,2,1
2014,38,Figueirense,Internacional,1,2
2014,38,Goiás,Chapecoense,4,2
2014,38,Botafogo,Atlético-MG,0,0
2014,38,Sport,São Paulo,1,0
2014,38,Palmeira,Atlético-PR,1,1
2014,38,Coritiba,Bahia,3,2
2014,38,Cruzeiro,Fluminense,2,1
2014,38,Vitória,Santos,0,1
2014,38,Grêmio,Flamengo,1,1
2015,1,Palmeira,Atlético-MG,2,2
2015,1,Chapecoense,Coritiba,2,1
2015,1,Fluminense,Joinvile,1,0
2015,1,Grêmio,Ponte Preta,3,3
2015,1,Atlético-PR,Internacional,3,0
2015,1,Sport,Figueirense,4,1
2015,1,São Paulo,Flamengo,2,1
2015,1,Cruzeiro,Corinthians,0,1
2015,1,Vasco,Goiás,0,0
2015,1,Avaí,Santos,1,1
2015,2,Coritiba,Grêmio,2,0
2015,2,Goiás,Atlético-PR,2,0
2015,2,Corinthians,Chapecoense,1,0
2015,2,Figueirense,Vasco,0,0
2015,2,Atlético-MG,Fluminense,4,1
2015,2,Santos,Cruzeiro,1,0
2015,2,Flamengo,Sport,2,2
2015,2,Internacional,Avaí,1,0
2015,2,Ponte Preta,São Paulo,1,0
2015,2,Joinvile,Palmeira,0,0
2015,3,São Paulo,Joinvile,3,0
2015,3,Vasco,Internacional,1,1
2015,3,Grêmio,Figueirense,1,0
2015,3,Palmeira,Goiás,0,1
2015,3,Fluminense,Corinthians,0,0
2015,3,Avaí,Flamengo,2,1
2015,3,Atlético-PR,Atlético-MG,1,0
2015,3,Chapecoense,Santos,1,0
2015,3,Sport,Coritiba,1,0
2015,3,Cruzeiro,Ponte Preta,1,1
2015,4,Ponte Preta,Chapecoense,3,1
2015,4,Coritiba,Avaí,1,2
2015,4,Joinvile,Atlético-PR,1,2
2015,4,Santos,Sport,2,2
2015,4,Corinthians,Palmeira,0,2
2015,4,Goiás,Grêmio,1,1
2015,4,Internacional,São Paulo,0,0
2015,4,Atlético-MG,Vasco,3,0
2015,4,Figueirense,Cruzeiro,2,1
2015,4,Flamengo,Fluminense,2,3
2015,5,Vasco,Ponte Preta,0,3
2015,5,Atlético-PR,Figueirense,1,0
2015,5,Chapecoense,Joinvile,2,0
2015,5,São Paulo,Santos,3,2
2015,5,Grêmio,Corinthians,3,1
2015,5,Cruzeiro,Flamengo,1,0
2015,5,Avaí,Atlético-MG,1,4
2015,5,Fluminense,Coritiba,2,0
2015,5,Palmeira,Internacional,1,1
2015,5,Sport,Goiás,1,0
2015,6,Santos,Ponte Preta,2,2
2015,6,Flamengo,Chapecoense,1,0
2015,6,Atlético-MG,Cruzeiro,1,3
2015,6,Atlético-PR,Vasco,2,0
2015,6,São Paulo,Grêmio,2,0
2015,6,Joinvile,Corinthians,0,1
2015,6,Internacional,Coritiba,2,0
2015,6,Fluminense,Sport,0,0
2015,6,Goiás,Avaí,0,1
2015,6,Figueirense,Palmeira,2,1
2015,7,Atlético-MG,Santos,2,2
2015,7,Coritiba,Flamengo,0,1
2015,7,Corinthians,Internacional,2,1
2015,7,Chapecoense,São Paulo,0,1
2015,7,Vasco,Cruzeiro,1,3
2015,7,Sport,Joinvile,2,1
2015,7,Ponte Preta,Goiás,0,0
2015,7,Grêmio,Atlético-PR,2,1
2015,7,Avaí,Figueirense,1,1
2015,7,Palmeira,Fluminense,2,1
2015,8,Figueirense,Internacional,0,0
2015,8,Flamengo,Atlético-MG,0,2
2015,8,Santos,Corinthians,1,0
2015,8,Sport,Vasco,2,1
2015,8,Grêmio,Palmeira,1,0
2015,8,Cruzeiro,Chapecoense,0,1
2015,8,Atlético-PR,Coritiba,2,2
2015,8,São Paulo,Avaí,1,1
2015,8,Joinvile,Goiás,2,1
2015,8,Fluminense,Ponte Preta,2,0
2015,9,Avaí,Grêmio,1,2
2015,9,Chapecoense,Sport,1,1
2015,9,Corinthians,Figueirense,2,1
2015,9,Atlético-MG,Joinvile,1,0
2015,9,Coritiba,Cruzeiro,1,0
2015,9,Goiás,Fluminense,1,2
2015,9,Palmeira,São Paulo,4,0
2015,9,Ponte Preta,Atlético-PR,2,1
2015,9,Vasco,Flamengo,1,0
2015,9,Internacional,Santos,1,0
2015,10,Vasco,Avaí,1,0
2015,10,Sport,Internacional,3,0
2015,10,Atlético-MG,Coritiba,2,0
2015,10,Palmeira,Chapecoense,2,0
2015,10,Grêmio,Cruzeiro,1,0
2015,10,Joinvile,Flamengo,0,1
2015,10,Atlético-PR,São Paulo,2,1
2015,10,Figueirense,Goiás,3,1
2015,10,Corinthians,Ponte Preta,2,0
2015,10,Fluminense,Santos,2,1
2015,11,Coritiba,Joinvile,0,0
2015,11,Cruzeiro,Atlético-PR,2,0
2015,11,Chapecoense,Vasco,1,0
2015,11,Avaí,Sport,2,2
2015,11,Goiás,Corinthians,0,0
2015,11,São Paulo,Fluminense,0,0
2015,11,Santos,Grêmio,1,3
2015,11,Ponte Preta,Palmeira,0,2
2015,11,Flamengo,Figueirense,1,2
2015,11,Internacional,Atlético-MG,1,3
2015,12,Coritiba,Ponte Preta,0,0
2015,12,Goiás,Santos,4,1
2015,12,Chapecoense,Grêmio,1,0
2015,12,Palmeira,Avaí,3,0
2015,12,Figueirense,Joinvile,0,2
2015,12,Vasco,São Paulo,0,4
2015,12,Internacional,Flamengo,1,2
2015,12,Atlético-MG,Sport,2,1
2015,12,Corinthians,Atlético-PR,2,0
2015,12,Fluminense,Cruzeiro,1,0
2015,13,Santos,Figueirense,3,0
2015,13,Grêmio,Vasco,2,0
2015,13,Ponte Preta,Atlético-MG,0,2
2015,13,São Paulo,Coritiba,3,1
2015,13,Joinvile,Internacional,0,2
2015,13,Atlético-PR,Fluminense,1,2
2015,13,Flamengo,Corinthians,0,3
2015,13,Cruzeiro,Goiás,1,0
2015,13,Avaí,Chapecoense,2,1
2015,13,Sport,Palmeira,2,2
2015,14,Flamengo,Grêmio,1,0
2015,14,Internacional,Goiás,2,1
2015,14,Corinthians,Atlético-MG,1,0
2015,14,Atlético-PR,Chapecoense,1,0
2015,14,Sport,São Paulo,2,0
2015,14,Figueirense,Coritiba,0,0
2015,14,Palmeira,Santos,1,0
2015,14,Fluminense,Vasco,1,2
2015,14,Cruzeiro,Avaí,1,1
2015,14,Joinvile,Ponte Preta,1,1
2015,15,Avaí,Atlético-PR,1,2
2015,15,Grêmio,Sport,1,1
2015,15,Atlético-MG,Figueirense,1,0
2015,15,Santos,Joinvile,2,0
2015,15,Chapecoense,Fluminense,2,1
2015,15,São Paulo,Cruzeiro,1,0
2015,15,Coritiba,Corinthians,1,1
2015,15,Goiás,Flamengo,0,1
2015,15,Ponte Preta,Internacional,0,0
2015,15,Vasco,Palmeira,1,4
2015,16,Corinthians,Vasco,3,0
2015,16,Atlético-MG,São Paulo,3,1
2015,16,Fluminense,Grêmio,1,0
2015,16,Coritiba,Goiás,1,1
2015,16,Palmeira,Atlético-PR,0,1
2015,16,Joinvile,Avaí,2,0
2015,16,Figueirense,Ponte Preta,3,1
2015,16,Flamengo,Santos,2,2
2015,16,Internacional,Chapecoense,0,0
2015,16,Sport,Cruzeiro,0,0
2015,17,Avaí,Fluminense,1,0
2015,17,Santos,Coritiba,3,0
2015,17,Vasco,Joinvile,0,0
2015,17,Atlético-PR,Sport,1,1
2015,17,Goiás,Atlético-MG,0,0
2015,17,Ponte Preta,Flamengo,1,0
2015,17,São Paulo,Corinthians,1,1
2015,17,Cruzeiro,Palmeira,2,1
2015,17,Grêmio,Internacional,5,0
2015,17,Chapecoense,Figueirense,2,2
2015,18,Flamengo,Atlético-PR,3,2
2015,18,Coritiba,Palmeira,2,1
2015,18,Goiás,Chapecoense,0,0
2015,18,Santos,Vasco,1,0
2015,18,Corinthians,Sport,4,3
2015,18,Internacional,Fluminense,1,0
2015,18,Figueirense,São Paulo,0,2
2015,18,Ponte Preta,Avaí,2,0
2015,18,Atlético-MG,Grêmio,0,2
2015,18,Joinvile,Cruzeiro,3,0
2015,19,Vasco,Coritiba,0,1
2015,19,Atlético-PR,Santos,0,0
2015,19,São Paulo,Goiás,0,3
2015,19,Palmeira,Flamengo,4,2
2015,19,Fluminense,Figueirense,2,1
2015,19,Sport,Ponte Preta,1,1
2015,19,Cruzeiro,Internacional,0,0
2015,19,Avaí,Corinthians,1,2
2015,19,Chapecoense,Atlético-MG,2,1
2015,19,Grêmio,Joinvile,2,1
2015,20,Goiás,Vasco,3,0
2015,20,Santos,Avaí,5,2
2015,20,Figueirense,Sport,2,1
2015,20,Coritiba,Chapecoense,1,0
2015,20,Ponte Preta,Grêmio,0,0
2015,20,Internacional,Atlético-PR,2,0
2015,20,Joinvile,Fluminense,2,1
2015,20,Flamengo,São Paulo,2,1
2015,20,Corinthians,Cruzeiro,3,0
2015,20,Atlético-MG,Palmeira,2,1
2015,21,Vasco,Figueirense,0,1
2015,21,São Paulo,Ponte Preta,3,0
2015,21,Grêmio,Coritiba,0,0
2015,21,Avaí,Internacional,3,0
2015,21,Sport,Flamengo,0,1
2015,21,Chapecoense,Corinthians,1,3
2015,21,Palmeira,Joinvile,3,2
2015,21,Fluminense,Atlético-MG,1,2
2015,21,Cruzeiro,Santos,0,1
2015,21,Atlético-PR,Goiás,3,0
2015,22,Ponte Preta,Cruzeiro,1,2
2015,22,Internacional,Vasco,6,0
2015,22,Joinvile,São Paulo,0,0
2015,22,Atlético-MG,Atlético-PR,0,1
2015,22,Flamengo,Avaí,3,0
2015,22,Corinthians,Fluminense,2,0
2015,22,Coritiba,Sport,0,0
2015,22,Goiás,Palmeira,1,0
2015,22,Santos,Chapecoense,3,1
2015,22,Figueirense,Grêmio,0,2
2015,23,São Paulo,Internacional,2,0
2015,23,Vasco,Atlético-MG,1,2
2015,23,Atlético-PR,Joinvile,0,0
2015,23,Cruzeiro,Figueirense,5,1
2015,23,Chapecoense,Ponte Preta,0,0
2015,23,Palmeira,Corinthians,3,3
2015,23,Avaí,Coritiba,0,2
2015,23,Grêmio,Goiás,2,1
2015,23,Fluminense,Flamengo,1,3
2015,23,Sport,Santos,1,1
2015,24,Ponte Preta,Vasco,0,1
2015,24,Internacional,Palmeira,1,0
2015,24,Atlético-MG,Avaí,2,0
2015,24,Figueirense,Atlético-PR,1,1
2015,24,Coritiba,Fluminense,1,1
2015,24,Santos,São Paulo,3,0
2015,24,Corinthians,Grêmio,1,1
2015,24,Goiás,Sport,1,0
2015,24,Joinvile,Chapecoense,0,0
2015,24,Flamengo,Cruzeiro,2,0
2015,25,Coritiba,Internacional,0,1
2015,25,Palmeira,Figueirense,2,0
2015,25,Corinthians,Joinvile,3,0
2015,25,Ponte Preta,Santos,3,1
2015,25,Vasco,Atlético-PR,2,0
2015,25,Grêmio,São Paulo,1,2
2015,25,Cruzeiro,Atlético-MG,1,1
2015,25,Chapecoense,Flamengo,1,3
2015,25,Sport,Fluminense,1,0
2015,25,Avaí,Goiás,2,1
2015,26,Fluminense,Palmeira,1,4
2015,26,Goiás,Ponte Preta,1,2
2015,26,Joinvile,Sport,1,1
2015,26,Figueirense,Avaí,0,1
2015,26,Atlético-PR,Grêmio,1,2
2015,26,Internacional,Corinthians,2,1
2015,26,Cruzeiro,Vasco,2,2
2015,26,Santos,Atlético-MG,4,0
2015,26,São Paulo,Chapecoense,0,0
2015,26,Flamengo,Coritiba,0,2
2015,27,Palmeira,Grêmio,3,2
2015,27,Internacional,Figueirense,1,1
2015,27,Ponte Preta,Fluminense,3,1
2015,27,Corinthians,Santos,2,0
2015,27,Goiás,Joinvile,3,0
2015,27,Vasco,Sport,2,1
2015,27,Atlético-MG,Flamengo,4,1
2015,27,Avaí,São Paulo,2,1
2015,27,Coritiba,Atlético-PR,2,0
2015,27,Chapecoense,Cruzeiro,0,2
2015,28,Fluminense,Goiás,2,0
2015,28,Grêmio,Avaí,3,1
2015,28,Atlético-PR,Ponte Preta,1,2
2015,28,Santos,Internacional,3,1
2015,28,São Paulo,Palmeira,1,1
2015,28,Flamengo,Vasco,1,2
2015,28,Figueirense,Corinthians,1,3
2015,28,Joinvile,Atlético-MG,2,2
2015,28,Sport,Chapecoense,3,0
2015,28,Cruzeiro,Coritiba,2,0
2015,29,Internacional,Sport,2,1
2015,29,Coritiba,Atlético-MG,0,3
2015,29,São Paulo,Atlético-PR,1,0
2015,29,Flamengo,Joinvile,2,0
2015,29,Avaí,Vasco,1,1
2015,29,Goiás,Figueirense,2,3
